Last Name,Grantor Tier,Grantor Stage,Wayleave Signed
Midland Tyre Control Ltd,Tier-2,Newly Listed Grantor,0
Midshire Investments Limited,Tier-2,Newly Listed Grantor,0
Midspace Property Management Limited,,,0
Mid Sussex District Council,Tier-1,,0
Mid Warwickshire Society For Mentally Handicapped Children & Adults Limited,Tier-2,,0
Mid Yorkshire Hospitals National Health Service Trust,Tier-2,Newly Listed Grantor,0
Miflats Bracknell Limited,Tier-2,,0
Migar Homes Limited,Tier-1,,0
Mighty Rhino Ltd,Tier-2,,0
Mike Bayliss Holdings Limited,Tier-2,Newly Listed Grantor,0
Mike Burton Properties Limited,Tier-2,,0
Milburngate Durham Limited,Tier-1,,0
Milchester House (Meads) Limited,Tier-2,,0
Mildenhall RTE Limited,Tier-2,Wayleave Negotiation Commenced,0
Mil Developments Limited (Huddersfield) Ltd,Tier-2,Wayleave Signed,0
Milerose Limited,Tier-2,Wayleave Signed,0
Milesahead Properties Limited,Tier-2,,0
Milestones Flats (Bath) Limited,Tier-2,,0
Miletime Limited,,,0
Milford Court (Lancing) Limited,Tier-2,Wayleave Signed,1
Milford Court Residents Association (Leamington Spa) Limited,Tier-2,,0
Milford Court Residents Limited,Tier-2,,0
Milford UK Ground Rents Limited,Tier-1,Unresponsive / No Contact Received,0
Milford UK Properties Limited,Tier-2,,0
MI Limited,Tier-2,,0
Millbank Residents Association Limited,Tier-2,,0
Millbarge Holdings Limited,Tier-2,,0
Millbay Development Company Limited,Tier-2,,0
Millbrook Court Bath Management Limited,Tier-2,Newly Listed Grantor,0
Millbrook Court Management Company (Wokingham) Limited,Tier-2,,0
Millcard Limited,Tier-2,,0
Mill Close (Fishbourne) Flat Owners Residents Association Limited C/0 Stride and,Tier-1,Wayleave Signed,0
Mill Court Management Company (Billingham) Limited,Tier-2,,0
Millenium 3 Limited,Tier-2,Newly Listed Grantor,0
Millenium Court (Management) Limited,Tier-2,Newly Listed Grantor,0
Millennium Developments UK Limited,Tier-2,,0
Millennium Investments (2000) Limited,Tier-2,Wayleave Signed,0
Millennium UPVC Limited,Tier-2,,0
Millerbrook Properties Limited,Tier-2,Newly Listed Grantor,0
Miller Homes Limited,National,Unresponsive / No Contact Received,0
Miller Knight - Lennon House Ltd,Tier-2,Initial Grantor Engagement,0
Miller Property Management Ltd (Hamilton),Tier-2,,0
Millers Road (Brighton) Limited,Tier-2,,0
Millfield Overstrand Limited,Tier-1,,0
Millfield Plymouth Limited,Tier-2,,0
Mill Gap Flat Management Company Limited,Tier-2,,0
Millgate Developments Limited,Tier-2,,0
Millgate Property Management Company Limited,Tier-2,,0
Millgrove Estates Limited,Tier-2,,0
Mill Hill Lane Management Company Limited,,Newly Listed Grantor,0
Millhouse (Derby) Management Company Limited,Tier-2,Wayleave Signed,0
Mill House Developments (Lincoln) Limited,Tier-2,,0
Mill House Management (Kettering) Limited,Tier-2,,0
Mill House Management (Ripon) Limited,Tier-2,Newly Listed Grantor,0
Millhum Limited,Tier-2,,0
Millie Developments BA Limited,Tier-2,Newly Listed Grantor,0
Mill Lodge Estates Limited,Tier-2,,0
Millmead Properties Limited,Tier-2,,0
Millo Lodge Management Company Limited,Tier-2,,0
Mill Park Management Company Ltd,Tier-2,Wayleave Signed,0
Mill Place Management Limited,Tier-2,Wayleave Signed,0
Millprop UK Limited,Tier-2,,0
Mill Road Services Limited,Tier-2,,0
Mills & Reeve Trust Corporation Limited,Tier-2,,0
Millsam Developments Limited,Tier-2,,0
Millstream House Management Company Limited,Tier-2,Newly Listed Grantor,0
Millview Property (Mold) Limited,Tier-2,,0
Milnbank Property Services Ltd (Glasgow),Tier-2,Newly Listed Grantor,0
Milner Investments (Wakefield) Ltd,Tier-2,Newly Listed Grantor,0
Milner Property Estates Limited,Tier-2,,0
Milnthorpe Court Freehold Limited,Tier-2,,0
Miltenform Properties Limited,,Newly Listed Grantor,0
Milton Court (Brighton) Limited,Tier-2,,0
Milton Court (Cambridge) Limited,,,0
Milton Court Flats Management (Wokingham) Limited,Tier-2,,0
Milton Court Properties Limited,Tier-2,,0
Milton House Freehold Limited,Tier-2,,0
Milton Keynes Community Foundation Limited,Tier-2,,0
Milton Keynes Development Partnership LLP,Tier-2,Initial Grantor Engagement,0
Milton Keynes Parks Trust Limited,Tier-2,,0
Milton Keynes University Hospital NHS Foundation Trust,Tier-2,,0
Milton Park Homes Plc,Tier-2,,0
Milton Pines Freehold Limited,Tier-2,,0
Milton Portfolio Property 2 Limited,Tier-2,Initial Grantor Engagement,0
Milton Road (Swindon One) Management Company Limited,Tier-2,Wayleave Terms Issued,0
Milton Terrace Management Company Limited,Tier-2,,0
Milton Villas Limited,Tier-2,,0
Milu Investments Limited,Tier-2,Newly Listed Grantor,0
Milverton Construction Limited,Tier-2,,0
Milverton House Management Company Limited,Tier-2,,0
Milverton Lodge Management (Leamington) Limited,Tier-2,,0
Milverton Terrace Management Company Limited,Tier-2,,0
Minah Investments Limited,Tier-2,Newly Listed Grantor,0
Mind (The National Association for Mental Health),Tier-2,,0
Minelock Limited,Tier-2,Newly Listed Grantor,0
Minel Venues Llp,Tier-2,,0
Minerva Place Residents Limited,Tier-2,Newly Listed Grantor,0
Minitek Mouldings Limited,Tier-2,,0
Minmar (932) Limited,Tier-2,Newly Listed Grantor,0
Minor Limited,,Newly Listed Grantor,0
Minos Properties Limited,Tier-2,Wayleave Signed,0
Minster Court (Leicester) LLP,Tier-2,Initial Grantor Engagement,0
Minster Square Limited,Tier-2,,0
Minsterview Estates Limited,Tier-2,Initial Grantor Engagement,0
Minstrel Lodge Residents Association Limited,Tier-2,,0
Mintoncrest Limited,Tier-2,Wayleave Partially Signed,0
Minton Homes Limited,Tier-2,,0
Minton Mews Management Company Limited,Tier-2,,0
Minton Properties Limited,Tier-2,,0
Miracle Design and Play Limited,Tier-2,,0
Miraj International Limited,Tier-2,Newly Listed Grantor,0
Miral Damani,Tier-2,,0
Miramar House (Eastbourne) Limited,Tier-2,,0
Mirasol Residents Association Limited,,,0
Miratrad Limited,Tier-2,Newly Listed Grantor,0
Mirendale Limited,Tier-2,,0
Mirenpass Limited,Tier-2,Newly Listed Grantor,0
Mirfield Flat Management Co Ltd C/O Premier Property Management and Maintenance,Tier-1,Wayleave Signed,1
Mirfield Liberal Club Buildings Company Limited,Tier-2,Newly Listed Grantor,0
Misrimuna Investments Limited,Tier-2,,0
Mission Hall Management Limited,Tier-2,Newly Listed Grantor,0
Misthaven Developments Limited,Tier-1,Initial Grantor Engagement,0
Mistmanor Developments Limited,Tier-2,,0
Mistralcrest Properties Limited,Tier-2,,0
Mistry Investments Ltd,Tier-2,Newly Listed Grantor,0
Mistywell Limited,Tier-2,,0
Mitaka House (Leamington Spa) Management Company Limited,Tier-2,,0
Mitchell Milne Properties Ltd,Tier-2,Newly Listed Grantor,0
Mitchells & Butler Retail (No. 2) Limited,Tier-2,Newly Listed Grantor,0
Mitchells & Butlers Retail Limited,Tier-2,,0
Mitchian Capital Limited,Tier-2,,0
M Javad Properties Limited,Tier-2,,0
MJC Properties Limited,Tier-2,Newly Listed Grantor,0
Mje Holdings Ltd,Tier-2,Newly Listed Grantor,0
M J Elite Holdings Limited,Tier-2,,0
M J French Limited,Tier-2,Wayleave Signed,0
MJF SSAS Trustees Limited,Tier-2,,0
MJ Phoenix Property Ltd,Tier-2,Wayleave Terms Issued,0
M J Properties (Hove) Limited,Tier-2,Newly Listed Grantor,0
MJS Acquisitions (March) Limited,,Newly Listed Grantor,0
Mkc Properties Limited,Tier-2,Newly Listed Grantor,0
MK HMOS Limited,Tier-2,Initial Grantor Engagement,0
MKI Halls Limited,Tier-2,Newly Listed Grantor,0
MK One Business Centres Limited,,Newly Listed Grantor,0
MK Properties (Sunderland) Ltd,Tier-2,Newly Listed Grantor,0
MK Property & Letting Limited,Tier-2,,0
MLB Property Limited,,,0
ML Properties (NE) Limited,Tier-2,Newly Listed Grantor,0
MMB 6 LLP,Tier-2,,0
MM Developers Limited,Tier-2,,0
M M E Properties Limited,Tier-2,Newly Listed Grantor,0
M M F C Properties Limited,,Newly Listed Grantor,0
MMI Properties Limited,,Newly Listed Grantor,0
MML Securities Limited,Tier-2,Wayleave Signed,0
MMR Construction Bradford Ltd,Tier-2,Wayleave Signed,0
MNA Buildings Limited,Tier-2,Newly Listed Grantor,0
M Najib & Sons Limited,Tier-2,Newly Listed Grantor,0
MNB Properties Limited,Tier-2,Newly Listed Grantor,0
MNK Estates (UK) Limited,Tier-2,Wayleave Negotiation Commenced,0
Mnm Property Management Limited,Tier-2,Newly Listed Grantor,0
MNP Property Ltd,Tier-2,,0
Moat (Plant Hire & Sales) Limited,Tier-2,,0
Moat Croft Court (Residents Association) Limited,Tier-2,,0
Moat Croft Limited,Tier-2,,0
Moat Homes Limited,Tier-1,Wayleave Refused,0
Moat House Flats Limited,Tier-2,,0
Moat House Property Management Limited,Tier-2,Newly Listed Grantor,0
Mobility 2000 Limited,Tier-2,Newly Listed Grantor,0
Mobility Supermarket (East) Ltd,,Newly Listed Grantor,0
Mobility Your Way (Rugby) Limited,Tier-2,,0
Mobro Land And Developments Limited,Tier-2,Newly Listed Grantor,0
Modco Trading Limited,Tier-2,,0
Mode Residential Limited,Tier-2,,0
Modern Affordable Apartments Limited,Tier-1,Unresponsive / No Contact Received,0
Modern Apartments Limited,Tier-2,,0
Modern Housing (Leicester) Limited,Tier-2,,0
Modiri Properties Limited,Tier-2,Wayleave Signed,0
Modyn Management Company Limited,Tier-2,,0
Moira House School Limited,Tier-2,,0
Mojo Promotions Limited,Tier-2,,0
Momaty Properties Limited,,Newly Listed Grantor,0
Momentum Homes Limited,Tier-2,Newly Listed Grantor,0
Momentum Save Limited,Tier-2,,0
Monairit Properties Limited,,Newly Listed Grantor,0
Monal Limited,Tier-2,,0
Monarch House Management Company Limited,Tier-2,,0
Monarch Promenade Apartments Limited,Tier-2,,0
Monde Property Limited,Tier-2,Newly Listed Grantor,0
Mondo Property Investments (Blackpool) Limited,Tier-2,Newly Listed Grantor,0
Monet Investments Limited,Tier-2,Newly Listed Grantor,0
Money 24-7 Ltd,,Newly Listed Grantor,0
Moneyarch Limited,,,0
Money Box Ltd,Tier-2,,0
Money Maker Limited,Tier-2,Newly Listed Grantor,0
Money Penny Holdings Limited,Tier-2,,0
Monidar Limited,Tier-2,,0
Monkey Enterprises Limited,Tier-2,Newly Listed Grantor,0
Monkley Court Management Company Limited,Tier-2,Newly Listed Grantor,0
Monks Haven Property Management Limited,Tier-2,Newly Listed Grantor,0
Monk Sherborne House Management Company Limited,Tier-2,,0
Monkstray Properties Limited,Tier-2,Wayleave Partially Signed,0
Monkton Court Residents Association Limited,Tier-2,,0
Monkton Court Residents Association Limited C/O Rebbeck Brothers Ltd,Tier-2,Wayleave Signed,0
Monopoleigh Estates Limited,,Newly Listed Grantor,0
Monopoly 17 Limited,,Newly Listed Grantor,0
Monopro Limited,Tier-2,Wayleave Terms Issued,0
Monoprop Limited,,Newly Listed Grantor,0
Monovale Properties Limited,Tier-2,Newly Listed Grantor,0
Montagu Brown Estates Limited,Tier-2,,0
Montague (Emscote) House Management Company Limited,Tier-2,,0
Montague Court Freehold Limited,Tier-2,,0
Montague Court Residents Association Limited,,,0
Montague Estates UK Limited,Tier-2,,0
Montague House (Bath) Management Limited,Tier-2,Newly Listed Grantor,0
Montague House (Leamington Spa) Management Company Limited,Tier-2,,0
Montague House (Worthing) Management Company Limited,Tier-1,Wayleave Partially Signed,0
Montague Investments Limited,Tier-2,Wayleave Negotiation Commenced,0
Montague TSK Limited,Tier-2,Initial Grantor Engagement,0
Montague Weston Investments Plc,Tier-2,,0
Montagu Hotels Limited,Tier-2,Newly Listed Grantor,0
Montagu Park Management Limited,Tier-2,Newly Listed Grantor,0
Montara Freehold Limited,Tier-2,Wayleave Signed,0
Montefiore Road Hove Limited,Tier-2,,0
Monte Mansions Management Company Limited,Tier-2,,0
Montessori Pre-Schools Limited,Tier-2,Newly Listed Grantor,0
Montford Courts Limited,Tier-2,Newly Listed Grantor,0
Montgomery Property Management Limited,Tier-2,Newly Listed Grantor,0
Montpelier Homes Limited,,,0
Montpelier Mansions Limited,Tier-2,,0
Montpelier Pension Trustees Limited,Tier-2,Newly Listed Grantor,0
Montpelier Property Limited,Tier-2,Newly Listed Grantor,0
Montpelier Spa Road Management Company Limited,Tier-2,Wayleave Signed,0
Montpellier Apartments (Cheltenham) Management Company Limited,Tier-2,Wayleave Signed,0
Montpellier Court (Cheltenham) Limited,Tier-2,,0
Montpellier Grove (Cheltenham) Management Company Limited,Tier-2,Newly Listed Grantor,0
Montpellier House Management Company Limited,Tier-2,Newly Listed Grantor,0
Montpellier House Residents Limited,Tier-2,,0
Montpellier Parade (Services) Limited,Tier-2,,0
Montpellier Spa Road (Management Company) Limited,Tier-2,,0
Montrachet Investments Limited,Tier-2,,0
Montreaux Maidenhead Limited,Tier-2,,0
Montrose House Residents Management Company Limited,Tier-2,,0
Monument Court Management Company Limited,Tier-2,,1
Mood Developments Limited,,Newly Listed Grantor,0
Moondale Developments Limited,Tier-2,,0
Moonfleet Property LLP,Tier-2,Initial Grantor Engagement,0
Moonpool Properties Limited,,Newly Listed Grantor,0
Moonrakers Freehold Limited,Tier-2,Newly Listed Grantor,0
Moorbank Court Management Company Limited,Tier-2,Newly Listed Grantor,0
Moorcroft (Leeds) Ltd,Tier-2,,0
Moorcroft Flats Limited,Tier-2,Newly Listed Grantor,0
Moore Investments Limited,Tier-2,,0
Moores Builders Lancashire Limited,Tier-2,Newly Listed Grantor,0
Moore View Property Management Limited,Tier-2,,0
Moorfield Group Limited,Tier-2,,0
Moorfield Group Limited,Tier-2,Newly Listed Grantor,0
Moorfield Homes Limited,Tier-2,,0
"Moorfields (Ned Lane, Bradford) Management Company Limited",Tier-2,Initial Grantor Engagement,0
Moorgarth Properties (Luxembourg) Sarl,Tier-2,,0
Moorgate Apartments Limited,Tier-2,Newly Listed Grantor,0
Moorgate Property Investments Limited,Tier-2,Newly Listed Grantor,0
Moorhead Development Limited,Tier-2,Newly Listed Grantor,0
Moorings Freehold Limited,Tier-2,Wayleave Signed,0
Moorland Close (Maintenance) Limited,Tier-2,Newly Listed Grantor,0
Moorland Court (Doncaster) Limited,,Newly Listed Grantor,0
Moorland Court (Poulton) Limited,Tier-2,Newly Listed Grantor,0
Moor Park Developments Limited,Tier-2,,0
Moorside Maintenance Limited,Tier-2,Wayleave Signed,0
Moorvale Limited,,Newly Listed Grantor,0
Moosa Limited,Tier-2,,0
Morag Flower,Tier-2,,0
Moray Court Limited,Tier-2,,0
Morcote And St Martins Property Limited,Tier-2,,0
Moregold Limited,,,0
More Homes Bromley LLP,Tier-2,Newly Listed Grantor,0
Moreland Grange (Northcote) Management Company Limited,Tier-2,,0
More Restaurants Limited,Tier-2,Newly Listed Grantor,0
Moreton House Property Limited,,Newly Listed Grantor,0
Moreton Mansions (Maintenance) Limited,Tier-2,Newly Listed Grantor,0
Moretons Investments Limited,Tier-2,,0
Morfa Gardens Management Company Limited,Tier-2,Wayleave Signed,0
Morgan Bennett Holdings Limited,Tier-2,,0
Morgan Hill Properties Limited,Tier-2,,0
Morgan Lloyd Trustees,Tier-2,Initial Grantor Engagement,0
Morgan Properties (Newcastle) Limited,Tier-2,,0
Morgan Properties (South West) Ltd,Tier-2,Newly Listed Grantor,0
Morgan Property Interiors Ltd,,Newly Listed Grantor,0
Morgoed Estates Limited,Tier-2,,0
Morison Walker Property Management Ltd (Greenock),Tier-2,,0
Morjaria Properties Coventry Limited,Tier-2,,0
Morland Grange (Gainsborough) Management Company Limited,Tier-2,,0
Morley Flower LLP,Tier-2,Newly Listed Grantor,0
Morleys of Harrogate Limited C/O Granby Road (Harrogate) Limited,Tier-2,Wayleave Signed,0
Morleys of Harrogate Limited C/O Osborne Venture LLP,Tier-2,Wayleave Signed,0
Morleys Property Management C/O Cavendish Place (Harrogate) Management Company,Tier-2,Wayleave Partially Signed,0
Morningside Holdings Limited,Tier-2,,0
Mornington Limited,Tier-2,Newly Listed Grantor,0
Mornington Villas Ltd,Tier-2,,0
Morris Care Limited,Tier-2,,0
Morris-Cook Developments Limited,Tier-2,Newly Listed Grantor,0
Morris Developments (North) Limited,Tier-2,,0
Morris Homes (East Midlands) Limited,Tier-2,Newly Listed Grantor,0
Morris Homes (Midlands) Limited,Tier-2,Initial Grantor Engagement,0
Morris Homes (North) Limited,Tier-2,Newly Listed Grantor,0
Morris Homes (West Midlands) Limited,Tier-2,Initial Grantor Engagement,0
Morris Investments,Tier-2,Wayleave Signed,1
Morris Investments (Cambridge) Ltd,Tier-2,Newly Listed Grantor,0
Mortgage Incentive Funds Limited,Tier-1,,0
Mortgage Seeker Limited,Tier-2,Newly Listed Grantor,0
Morthen Developments Limited,Tier-1,,0
Morton Court (Rugby) Limited,Tier-2,,0
Morton Court Management Company (Reading) Limited,Tier-2,Newly Listed Grantor,0
Morton Fraser Limited,Tier-2,,0
Morton Homes Limited,Tier-2,,0
Morton House Management Limited,Tier-2,,0
Mortons Dairies Limited,Tier-2,Newly Listed Grantor,0
Mortonville Residents Company Limited,Tier-2,,0
Mosaic Property Renovations Limited,Tier-2,,0
Moseley (Holdings) Limited,Tier-2,Wayleave Partially Signed,0
Moseley Lodge Management Company Ltd,Tier-2,,0
Mosman Capital Limited,Tier-2,Newly Listed Grantor,0
Mosscare St. Vincent'S Housing Group Limited,Tier-2,,0
Mosscare St Vincent's Housing Association,Tier-1,Wayleave Terms Issued,0
Mosscare St Vincents Housing Group Limited,Tier-1,,0
Mossfold (Development) Limited,Tier-2,,0
Moss Grange Management Company Limited,Tier-2,,0
Moss House Limited,Tier-2,,0
Mossthorpe Limited,Tier-2,,0
Motcombe Associate Developments Limited,Tier-2,Newly Listed Grantor,0
Mothership HQ Limited,Tier-2,,0
Moulin Court Southsea Limited,Tier-1,Initial Grantor Engagement,0
Moulsdale Properties Limited,Tier-2,,0
Moulton College,Tier-2,,0
Moulton Parish Council,Local Authority,,0
Mountbatten Lodge Freehold Limited,Tier-2,Newly Listed Grantor,0
Mount Blairy Management Company Limited,Tier-2,,0
Mountclere Management Company Limited,Tier-2,Newly Listed Grantor,0
Mountco Investments (Wakefield) Limited,Tier-2,Initial Grantor Engagement,0
Mount Court (Tettenhall Wood) Limited,Tier-2,Newly Listed Grantor,0
Mount Farm Limited,Tier-2,,0
Mountfields (Clarendon Road) Management Company Limited,Tier-2,Newly Listed Grantor,0
Mountford Construction Company Limited,Tier-2,,0
Mount Gardens Residents Association Limited,Tier-2,Initial Grantor Engagement,0
Mount Grace Properties Limited,Tier-2,Newly Listed Grantor,0
Mountgreen Horsham Limited,Tier-2,Wayleave Signed,0
Mount Green Housing Association Limited,Tier-2,,0
Mountgreen Limited,Tier-1,,0
Mounthawke Corporation,Tier-2,Newly Listed Grantor,0
Mount Kisco Ltd,Tier-2,Newly Listed Grantor,0
Mount Leill Court West Management Company Limited,,Newly Listed Grantor,0
Mount Lodge Residents Association Limited,,Newly Listed Grantor,0
Mount Pleasant Court Limited,Tier-2,Newly Listed Grantor,0
Mount Road Care Home LLP,Tier-2,Initial Grantor Engagement,0
Mount Royd (Bradford) Limited,Tier-2,Newly Listed Grantor,0
Mount Royd (Bradford) Limited,Tier-2,,0
Mount Street Capital Partners Limited,,Newly Listed Grantor,0
Mount Tavy (Management) Limited,Tier-2,,0
Mountview Estates Plc,,,0
Mountview Guest Houses Limited,Tier-2,,0
Mount Wise (Devon) Limited,Tier-2,,0
Movecentral Property Management Limited,Tier-2,,0
Movement Properties Limited,,Newly Listed Grantor,0
Moveproject Residents Management Limited,Tier-2,Wayleave Terms Issued,0
Moving UK Homes Limited,Tier-2,Newly Listed Grantor,0
Mowbray Mews Management (Harrogate) Limited,Tier-2,,0
Mowbray Square Management Company Limited,Tier-2,,0
Mowden Park Estate Company Limited,Tier-2,,0
Moxie Management Two Limited,Tier-2,,0
Moyle And Moyle Investments Limited,,,0
Mp1 (Poole) Freehold Limited,Tier-2,Newly Listed Grantor,0
MPC Properties Limited,Tier-2,Initial Grantor Engagement,0
MPH Building Systems Limited,Tier-2,Newly Listed Grantor,0
MPH Estates Limited,Tier-2,Initial Grantor Engagement,0
MPHS Developments Limited,,Newly Listed Grantor,0
Mpl Properties Limited,Tier-2,Newly Listed Grantor,0
MPM Estates Limited,Tier-2,Newly Listed Grantor,0
MPNJ Investments Ltd,Tier-2,,0
M P S Property (UK) Limited,Tier-2,Newly Listed Grantor,0
Mr & Mrs Bansal C/O Bansal Estates Limited,Tier-2,Wayleave Signed,0
Mr & Mrs P Hanlon Limited,,Newly Listed Grantor,0
Mr & Mrs P Hanlon Portfolio A Limited,Tier-2,Newly Listed Grantor,0
Mr & Mrs P Hanlon Portfolio B Limited,,Newly Listed Grantor,0
Mr Andrew Cooper,Tier-1,Wayleave Negotiation Commenced,0
M R Denton Properties Limited,Tier-2,,0
MREF III Forth Banks Property S.A.R.L.,Tier-2,,0
Mr Enterprise Investment Limited,Tier-2,Newly Listed Grantor,0
MRF Managing Trustee No.1 Limited,Tier-2,Initial Grantor Engagement,0
Mr Geoff Copelin,Tier-2,Wayleave Signed,0
MRH Minerals - Anchor Hanover Group,National,Wayleave Refused,0
MRH Minerals Limited,Tier-1,,0
Mr Jonathan Dronsfield C/O Hawk Estates Limited,Tier-2,Wayleave Signed,0
Mr L Saunders,Tier-1,,0
Mrs Deborah Whitehall,Tier-2,Wayleave Signed,0
Mrs Dorothy Davies,Tier-2,Wayleave Signed,0
Mrs Homes Ltd,Tier-2,,0
MRW Property Limited,Tier-2,,0
MRZ Limited,Tier-2,,0
MSA Properties Limited,Tier-2,Initial Grantor Engagement,0
MSD Property Developments Ltd,Tier-2,,0
MSI Property Holding Limited,Tier-2,,0
MSK House Ltd,Tier-2,,0
MSKS Enterprises Limited,Tier-2,,0
Msl (107) Ltd,Tier-2,Newly Listed Grantor,0
MSW Properties Limited,Tier-2,,0
MTC Property Investments Ltd,Tier-2,,0
MTD Coln Industrial Limited,Tier-2,,0
MTHF Properties Limited,Tier-2,,0
Mudd & Co C/O Victoria Apartments (York) Freehold Company Limited,Tier-2,Wayleave Signed,0
Muddy Shovels Limited,,Newly Listed Grantor,0
Mudeford Green (Management) Limited,Tier-2,,0
Mudeford Lodge Management Ltd,Tier-2,Newly Listed Grantor,0
Mudehaven Court Limited,Tier-2,,0
Mugello Holdings Ltd,Tier-2,,0
Muir Group Housing Association Limited,National,Wayleave Terms Issued,0
Muirhouse Housing Association Ltd,Local Authority,,0
Muir Housing Group Limited,Tier-2,Wayleave Signed,1
Muiz II Limited,Tier-2,Newly Listed Grantor,0
Mulberry Close Residents Company Limited,Tier-2,Newly Listed Grantor,0
Mulberry House Management Company (Reading) Limited,Tier-2,Newly Listed Grantor,0
Mulberry PM Ltd,Tier-1,Wayleave Signed,0
Mulberry Property Management Ltd C/O Rosemount Court (York) Management Company,Tier-2,Wayleave Partially Signed,0
Mulbuild Limited,,,0
Mullen Homes Limited,Tier-2,,0
Mullholland Developments Limited,Tier-2,,0
Multicopy Marsh Limited,Tier-2,Newly Listed Grantor,0
Multifarnham Properties Limited,Tier-2,Initial Grantor Engagement,0
Multistage Limited,Tier-2,Newly Listed Grantor,0
Multiversal Limited,,Newly Listed Grantor,0
Mumford Investments Limited,,,0
Munaea Property Holdings Limited,Tier-2,Newly Listed Grantor,0
Munir Enterprises Ltd,Tier-2,Newly Listed Grantor,0
Munir Properties Ltd,Tier-2,Newly Listed Grantor,0
Muralto House Management Company Limited,Tier-2,,0
Murdoch Court Management Limited,Tier-2,,0
Murfet Oyster Row Limited,Tier-2,Newly Listed Grantor,0
Murphy Estates (Residential) Limited,Tier-2,,0
Museum Court Freehold Limited,Tier-2,,0
Musgrave School Management Limited,Tier-2,Newly Listed Grantor,0
Music and Arts Production Leeds,Tier-2,Newly Listed Grantor,0
Muspole Street Management Company (Norwich) Limited,,Newly Listed Grantor,0
Mussa Sons and Investments Limited,Tier-2,Initial Grantor Engagement,0
Musters Court Limited,,Newly Listed Grantor,0
Musters Gables Management Co (Nottm) Limited,,Newly Listed Grantor,0
Musters Road (Apartments) Management Company Limited,,Newly Listed Grantor,0
Musters Road Management Company Limited,,Newly Listed Grantor,0
Mutual Homes Limited,Tier-1,,0
MVK Properties Ltd,Tier-2,,0
Mvr Property Ltd,Tier-2,Newly Listed Grantor,0
MVS Development,Tier-2,,0
M W (Ipswich) Management Company Limited,Tier-2,,0
M Warwick Holdings Limited,Tier-2,Newly Listed Grantor,0
MW Freeholds Limited,Tier-2,,0
MW Property Management,Tier-1,Wayleave Partially Signed,0
MWR Property Ventures Limited,,Newly Listed Grantor,0
MXM Property Solutions Ltd (Glasgow),Tier-1,,0
Myacasa Developments Limited,Tier-2,,0
Mya Property Limited,Tier-2,,0
My Cornish Properties Limited,Tier-2,Newly Listed Grantor,0
Mye Investment & Construction Limited,Tier-1,Unresponsive / No Contact Received,0
MY Freeholds Limited,Tier-2,,0
My Happy Move Investments Limited,Tier-2,,0
My Huise Limited,Tier-2,,0
Mylostone Limited,Tier-2,Newly Listed Grantor,0
MYP Estates Limited,Tier-2,Newly Listed Grantor,0
Myreside Management Limited (Edinburgh),Tier-1,Wayleave Partially Signed,0
Myrtlewood Investments Limited,Tier-2,,0
Mysipp Trustees (Property) Limited,Tier-2,,0
Myson Flat Management Limited,Tier-2,Newly Listed Grantor,0
My Space Housing Solutions,Tier-1,Initial Grantor Engagement,0
Mysquare Properties Limited,Tier-2,,0
Myton Gables Limited,Tier-2,,0
MZL Limited,Tier-2,,0
N. A. Hunter Limited,Tier-2,Newly Listed Grantor,0
N.A.M. Properties (Derby) Limited,Tier-2,,0
N.B. Property Maintenance (Dundee) Ltd,Tier-1,,0
N. E. Cutts Limited,Tier-2,,0
N.H. Developments Limited,Tier-2,Initial Grantor Engagement,0
N.S.Kambr Limited,Tier-2,,0
N & M (Oulton Broad) Limited,Tier-2,Newly Listed Grantor,0
N & M Investments (Oulton Broad) Limited,,Newly Listed Grantor,0
N & S Assets Ltd,Tier-2,,0
N8 Real Estate Limited,Tier-2,,0
Naam Properties Limited,Tier-2,Newly Listed Grantor,0
Nab Court Management Company Limited,Tier-2,,0
Nab Lane Properties Limited,Tier-2,,0
Nacro,Tier-2,,0
Nagarjuna Kadampa Meditation Centre,Tier-2,,0
Nagra Brothers Limited,Tier-2,,0
Naif Silk Palace Llc,Tier-2,Newly Listed Grantor,0
Naiss Ltd,Tier-2,Newly Listed Grantor,0
Naka Estates LTD,Tier-2,Initial Grantor Engagement,0
Nakra & Co Limited,Tier-2,,0
Namer Enterprise Limited,Tier-2,Newly Listed Grantor,0
Namus1 Limited,Tier-2,Newly Listed Grantor,0
Nanagon Trading And Construction Limited,Tier-2,,0
Nander House Limited,Tier-2,Newly Listed Grantor,0
Napier Homes Limited,Tier-2,Newly Listed Grantor,0
Napier House (Cheltenham) Limited,Tier-2,,0
Napier House (Plymouth) Residents Limited,Tier-2,Newly Listed Grantor,0
Napier Management Services Limited,Tier-1,Wayleave Partially Signed,0
Napier Management Services Limited,Tier-2,Newly Listed Grantor,0
Napier Management Services Limited C/O Tyrrel Investments INC,Tier-2,Wayleave Signed,0
Narborough Court Limited,Tier-2,,0
Narford Properties Limited,Tier-2,Newly Listed Grantor,0
Nasa Property Rentals LLP,Tier-2,,0
Nascot Homes (South Road) Limited,Tier-2,Newly Listed Grantor,0
Nascot Homes Limited,Tier-2,,0
Nash House Pulteney Mews Bath Management Company Limited,Tier-2,,0
Nashopper Investments Limited,Tier-2,,0
Nathan & Taylor Limited,,Newly Listed Grantor,0
Nathan Catt Limited,Tier-2,Newly Listed Grantor,0
Nationalcorp Ltd,,,0
National Deposit Friendly Society Limited,Tier-2,,0
